"","#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d"
"1354",1354,"ANTX
                        Antimatter","ANTX","?","$0.000439","?","$2,655","35.96%","21.87%","-12.88%"
"1355",1355,"BTCM
                        BTCMoon","BTCM","?","$0.016161","?
                        
                        
                            *","$2,442","-7.68%","-0.95%","-33.63%"
"1356",1356,"UNRC
                        UniversalRoya...","UNRC","?","$0.002667","?
                        
                        
                            *","$2,427","10.52%","-21.88%","-0.37%"
"1357",1357,"DMC
                        DynamicCoin","DMC","?","$0.006519","?","$2,395","2.30%","-2.32%","-13.11%"
"1358",1358,"SHA
                        SHACoin","SHA","?","$0.005598","?","$2,378","-2.66%","-21.12%","11.37%"
"1359",1359,"BIT
                        First Bitcoin","BIT","?","$0.082207","?","$2,351","11.29%","-7.03%","590.73%"
"1360",1360,"UR
                        UR","UR","?","$0.004719","?","$2,253","1.30%","-8.68%","10.73%"
"1361",1361,"TOP
                        TopCoin","TOP","?","$0.005268","?","$2,214","5.10%","-4.08%","?"
"1362",1362,"NIMFA
                        Nimfamoney","NIMFA","?","$5.86","?
                        
                        
                            *","$2,119","1.05%","-11.16%","-30.10%"
"1363",1363,"ZBC
                        Zilbercoin","ZBC","?","$0.091432","?
                        
                        
                            *","$2,112","4.08%","5.81%","12.42%"
"1364",1364,"RBBT
                        RabbitCoin","RBBT","?","$0.000078","?","$2,003","-2.32%","35.66%","?"
"1365",1365,"WA
                        WA Space","WA","?","$0.016683","?","$1,996","1.97%","-47.32%","52.67%"
"1366",1366,"HIGH
                        High Gain","HIGH","?","$0.000878","?","$1,994","16.54%","-2.83%","-26.12%"
"1367",1367,"PRES
                        President Trump","PRES","?","$0.007809","?
                        
                        
                            *","$1,921","1.97%","-50.28%","-55.15%"
"1368",1368,"CMP
                        Compcoin","CMP","?","$14.49","?","$1,921","2.00%","-20.47%","?"
"1369",1369,"WOW
                        Wowcoin","WOW","?","$0.000375","?","$1,876","-1.02%","-4.21%","-12.40%"
"1370",1370,"BIRDS
                        Birds","BIRDS","?","$0.000659","?","$1,797","1.94%","-1.16%","1.07%"
"1371",1371,"EGOLD
                        eGold","EGOLD","?","$0.040154","?
                        
                        
                            *","$1,789","14.83%","-22.19%","-15.68%"
"1372",1372,"STEX
                        STEX","STEX","?","$1.56","?
                        
                        
                            *","$1,787","-0.14%","-12.67%","-4.17%"
"1373",1373,"IQT
                        iQuant","IQT","?","$0.207103","?
                        
                        
                            *","$1,779","2.00%","-8.79%","-19.56%"
"1374",1374,"IRL
                        IrishCoin","IRL","?","$0.028317","?","$1,756","-0.12%","-19.20%","-13.26%"
"1375",1375,"ACES
                        Aces","ACES","?","$0.002698","?
                        
                        
                            *","$1,733","3.25%","-39.20%","-6.93%"
"1376",1376,"TURBO
                        TurboCoin","TURBO","?","$0.000220","?
                        
                        
                            *","$1,652","1.97%","-21.28%","-25.49%"
"1377",1377,"EUSD
                        eUSD","EUSD","?","$0.000314","?
                        
                        
                            *","$1,621","1.06%","-69.84%","-87.58%"
"1378",1378,"HNC
                        Huncoin","HNC","?","$0.002963","?","$1,621","1.97%","2.98%","-16.05%"
"1379",1379,"FC
                        Facecoin","FC","?","$0.004492","?
                        
                        
                            *","$1,616","-64.24%","-81.24%","-79.95%"
"1380",1380,"BET
                        BetaCoin","BET","?","$0.009549","?","$1,513","3.16%","-18.17%","15.46%"
"1381",1381,"BITOK
                        Bitok","BITOK","?","$0.000110","?
                        
                        
                            *","$1,477","1.97%","-47.76%","-12.76%"
"1382",1382,"PCS
                        Pabyosi Coin ...","PCS","?","$0.035859","?","$1,476","-22.46%","-23.49%","-72.62%"
"1383",1383,"ETT
                        EncryptoTel [...","ETT","?","$0.118278","?
                        
                        
                            *","$1,438","2.89%","-6.16%","-19.72%"
"1384",1384,"WIC
                        Wi Coin","WIC","?","$0.006354","?
                        
                        
                            *","$1,435","3.29%","-15.22%","-50.57%"
"1385",1385,"WINK
                        Wink","WINK","?","$0.004206","?
                        
                        
                            *","$1,386","-0.28%","34.10%","49.87%"
"1386",1386,"BTC2X
                        Bitcoin2x","BTC2X","?","$0.009415","?
                        
                        
                            *","$1,308","1.03%","-13.41%","-12.24%"
"1387",1387,"GAY
                        GAY Money","GAY","?","$0.075182","?","$1,291","-0.35%","-12.69%","-11.47%"
"1388",1388,"QBT
                        Cubits","QBT","?","$0.008780","?","$1,244","3.30%","-16.66%","-38.55%"
"1389",1389,"EVR
                        Everus","EVR","?","$0.354839","?
                        
                        
                            *","$1,141","2.01%","-1.19%","-3.85%"
"1390",1390,"GARY
                        President Joh...","GARY","?","$0.166176","?
                        
                        
                            *","$1,104","-17.19%","-12.71%","?"
"1391",1391,"BTBc
                        Bitbase","BTBc","?","$0.003073","?","$1,058","2.01%","-3.07%","-21.14%"
"1392",1392,"BAC
                        BitAlphaCoin","BAC","?","$0.009329","?","$1,042","2.01%","36.30%","30.13%"
"1393",1393,"MINEX
                        Minex","MINEX","?","$0.038204","?
                        
                        
                            *","$1,040","4.29%","1.43%","-10.69%"
"1394",1394,"HALLO
                        Halloween Coin","HALLO","?","$0.000664","?","$960","-22.88%","-16.95%","-11.43%"
"1395",1395,"DON
                        Donationcoin","DON","?","$0.003732","?","$897","1.97%","-8.23%","-14.28%"
"1396",1396,"MONETA
                        Moneta","MONETA","?","$0.000549","?","$875","-27.16%","-29.43%","-30.85%"
"1397",1397,"REGA
                        Regacoin","REGA","?","$0.005488","?","$855","1.94%","28.17%","-9.27%"
"1398",1398,"CME
                        Cashme","CME","?","$0.000439","?","$835","2.01%","75.71%","30.56%"
"1399",1399,"CASH
                        Cash Poker Pro","CASH","?","$0.125535","?
                        
                        
                            *","$820","1.06%","77.30%","56.90%"
"1400",1400,"CHEAP
                        Cheapcoin","CHEAP","?","$0.000659","?
                        
                        
                            *","$805","1.94%","-34.11%","-50.36%"
"1401",1401,"SWP
                        Swapcoin","SWP","?","$0.240608","?
                        
                        
                            *","$797","1.05%","0.47%","-38.40%"
"1402",1402,"XQN
                        Quotient","XQN","?","$0.009219","?
                        
                        
                            *","$772","1.97%","-25.98%","-4.67%"
"1403",1403,"MAGN
                        Magnetcoin","MAGN","?","$0.670715","?","$694","-7.14%","-14.93%","-15.55%"
